iteration,A_at_100Myr,alpha
76,0.05138762827203221,0.000748509012326234
77,0.05128697684175526,-0.001084815975370376
78,0.051640894210947315,0.0023293308391508674
79,0.050424929897388934,-0.0012755180794970513
80,0.05098988959941116,-0.0038811012246292536
81,0.05162598575681759,-0.008693868658625122
82,0.050712716395991835,0.003957123919060084
83,0.051338613951878755,-0.0002935215085253194
84,0.051678501330898845,0.013326956647596245
85,0.05077047195635697,0.001106480825458462
86,0.051279375311277,0.006054984731984762
87,0.05111435184696055,-0.008275249801873708
88,0.050955387601601294,0.00452170475141536
89,0.05135563886150211,0.010862863238226725
90,0.05034280016917822,-0.0036570142669896184
91,0.05119516552888711,-0.002147711664431359
92,0.05180586732722161,0.013091714504128884
93,0.05079058230939516,-0.004219219770761982
94,0.05096095520246738,-0.005487594747227018
95,0.05141923090380358,0.0013189286525969119
96,0.05100167242553502,0.005347839400039457
97,0.05101594375376187,0.004690028084345738
98,0.05099951526325919,-0.009516648293701064
99,0.05152423577689989,-0.005623300700219517
100,0.05145908733396,0.0007589840132895809
101,0.05063888256624381,-0.0005001000301442051
102,0.05110866095109629,0.004953319501639525
103,0.051662038051543714,0.007987025118547496
104,0.05086035323207788,0.0006698327870713204
105,0.051222114887860895,-0.004442451876496619
106,0.05118367029882958,-0.011663806425716019
107,0.0515684976826939,0.006264673748352049
108,0.05155709081156551,0.001859497700420852
109,0.05054783023225407,-0.0020732617945289247
110,0.05099509980095678,0.001325536975448593
111,0.05133435206800784,0.0002843989831745636
112,0.05093111184112799,0.009752694156020016
113,0.05073347423596897,-0.005722172851275515
114,0.051362125170275684,-0.0012095187889175887
115,0.0505442249933221,-0.0038174052145335214
116,0.05125425578015742,0.00693432025657014
117,0.05171272398817111,0.0023081187728564386
118,0.05094427774181161,0.011386161894745922
119,0.05105582175442152,-0.010143439937585593
120,0.05054655181978997,-0.010630089412842393
121,0.05172587015037251,-0.0028585876702976196
122,0.050713695246636,-0.001027412200834614
123,0.052336841889031774,0.010534420650962623
124,0.05102272941452916,-0.0005619871504270536
125,0.051074579228083936,0.003945162666844878
126,0.05109923801063847,0.007447014664131294
127,0.05183278034721438,0.010031730138113872
128,0.05107397457462554,0.004978748125460701
129,0.05122051006590834,-0.00025947698297119594
130,0.05077486890491979,0.0012461095139880342
131,0.05154035360200723,-0.001055978681540318
132,0.05032820254164054,-0.0049257412867665445
133,0.05119865737321273,0.010604424513226202
134,0.05110876469349172,-0.00471726830599711
135,0.051693461579996755,-0.0011818504034903261
136,0.05172785736804736,0.014321312231778953
137,0.05084003885021644,0.00022586627413246545
138,0.05074242256834912,-0.008699557140676243
139,0.05105405082356107,0.01216844582740749
140,0.05012029498075507,-0.003766925393844237
141,0.05134237572529918,0.007357058650463387
142,0.051542141735859616,-0.0016426361850156604
143,0.050791669057795905,0.004323169814682806
144,0.050673651874129186,-0.007300771261571863
145,0.051773688032089094,0.005708870430018205
146,0.05068272271798726,-0.006343226732949533
147,0.05086833410075202,0.007321864420878121
148,0.05209424067894728,0.006189459298940162
149,0.05100424957082771,0.0014864277799147214
150,0.050889142436110306,-0.0007347637038871779
151,0.050820657364590356,0.002295446641860517
152,0.0507555413117199,-0.0015522969272987977
153,0.05242398175803875,0.005659091188876357
154,0.05080078502983999,-0.010097782408206291
155,0.050962066721798004,-0.003173402764728174
156,0.05120585013596267,-0.003471229580964965
157,0.05106854532893134,-0.0029375772653671695
158,0.05114696679318705,-0.0025615574469800813
159,0.050896115656918685,-0.007573469165428672
160,0.05071923867005073,0.0008289759022037073
161,0.05121775081768915,0.003034479724667819
162,0.050780047388663485,-0.006974500431191826
163,0.05088772756052629,-0.00662792401579546
164,0.05163739060888983,-2.4491357986406434e-07
165,0.05083857544144408,0.0029341375827424683
166,0.05088061891237417,0.0009146755187290906
167,0.0518702620867294,0.004884818863347456
168,0.05110965739934841,-0.004031980281880216
169,0.05035683916324768,0.006432341981985017
170,0.050835003761301116,-0.004662677425246304
171,0.05165136306166463,0.008741918232000358
172,0.05111290953441578,-0.0014231399343415936
173,0.050555417798726285,0.008923682486014833
174,0.05044380829018018,-0.005381704969319759
175,0.05085162004020415,-0.012199457134020233
176,0.05204850298609812,0.015461703213068573
177,0.05112240137074898,-0.00023675045727434156
178,0.050876613968571446,-0.004896931556215096
179,0.051007899493302734,0.0032097359166495345
180,0.05112010685307994,0.0028528402807090963
181,0.05117705690611473,0.00013258013883265155
182,0.05113421193047173,-0.00034763231540499445
183,0.05058524604908404,-0.009663905722162934
184,0.05124061958643874,0.002339643663505435
185,0.051429105403079954,0.0009007159939490581
186,0.05193858736968418,-0.015101800253987385
187,0.05120697013670551,0.004543094560311559
188,0.05051580148825473,-0.005531516901351123
189,0.0515218464356634,0.007649483747222849
190,0.05069901602529336,-0.010189048096641734
191,0.050991529792369525,-0.00212694267718132
192,0.05082564602965636,-0.008598049742420611
193,0.051845003777282364,-0.004312008568671886
194,0.05133332396152831,0.00545340765897244
195,0.051401568544288935,0.003117350692389213
196,0.050602252110781364,0.004158062931087664
197,0.05072347933227522,0.002264020398004892
198,0.05067952439774661,-0.003386952864225383
199,0.05062517579613631,-0.007157802143121141
200,0.05114570915434281,0.0014768195678189558
201,0.051142063493605415,-0.006394957971242436
202,0.05176641655196112,0.008859530763262947
203,0.0510361607772135,-0.002371338002670641
204,0.050923028606538585,-0.005282058909406958
205,0.05154872395763587,-0.006594705388768759
206,0.051006591254482855,-0.01142099046472128
207,0.051360980394602664,-0.0006012783344292766
208,0.05133065734430474,0.0011666461837627545
209,0.05143124826211603,-0.0061373709109553915
210,0.05051868159188119,0.004131179942628933
211,0.05119543147974985,-0.008687112792305876
212,0.05187427412857266,0.003648253606445889
213,0.050769062336813185,0.0028119120762430147
214,0.05105073138183506,-0.003958292344839059
215,0.05067266026036917,-0.010405431528710323
216,0.05153730094641011,0.00035234967747780396
217,0.050662577627362156,-0.0031390969155619297
218,0.05031240050280821,0.0005105950309846624
219,0.0510588702435186,0.00041654650791911866
220,0.051147276430602906,-0.0010746682928998096
221,0.05136281185401035,-0.001998287617236136
222,0.050759564702318516,-0.00806786246172527
223,0.050938904767800844,-0.0026182613621009336
224,0.05209740778961506,0.003079456259209786
225,0.05147606885947372,-0.006834225216132297
226,0.05201330192120814,0.012213221966888834
227,0.05193442183566393,-0.00989506449670982
228,0.051217245494606045,-0.0038914497469533385
229,0.05069696481217893,-0.0019864502975274574
230,0.050715858476543856,-0.0037396057308699154
231,0.05117258547681039,-0.010773420430095364
232,0.05088690873955559,0.004306809341150282
233,0.051317058496991065,-0.012451996334554955
234,0.05124693363081237,0.0030259684913825427
235,0.05042861165692202,0.0026383450753784004
236,0.05059255611434523,-0.0021875804607499262
237,0.050786636236901404,-0.0038806591476761914
238,0.05126094303755387,-0.0012195928199660122
239,0.05006652770874239,0.001517492328507948
240,0.05073255838944083,-0.0008888242864168455
241,0.051000462716469894,0.006241636567743528
242,0.05181037904864529,0.003651944279153924
243,0.051478286505818795,0.003992160752860238
244,0.05108510563786733,-0.007437676806196371
245,0.050838762553499416,0.00267846390722665
246,0.051640377212700726,0.004107732399908607
247,0.0511562751363452,0.005920212571918994
248,0.05154782350839005,0.006460950715577365
249,0.05100349568740778,0.002136331377272315
250,0.05159616044334399,-0.004546182886407843
251,0.05138075254152378,-0.0031315695355032293
252,0.05107405259689724,0.0022868723866722633
253,0.051296968354104466,-0.00820535705688071
254,0.051354264329304386,-0.006901630905324905
255,0.05137361062955236,-0.002543122166590089
256,0.051155885365880206,0.003914479399569237
257,0.050786880534588984,-0.0053282348944687094
258,0.05134624294195164,-0.0021766905408956783
259,0.05114227049979474,0.006654579955581583
260,0.051984545022457154,-0.003785771192528648
261,0.050883939534493175,-0.008656048259526023
262,0.05105315304683486,-0.007884337212443944
263,0.05104961634129822,0.00882010182983705
264,0.05165834504007429,-0.004761694684954444
265,0.05213414146963308,0.011391460408474462
266,0.05161108722674928,0.004044807901325967
267,0.05173824555708457,0.010718109312505605
268,0.05089762871710034,-0.009830187001922158
269,0.050827278994822526,-0.00897371269377368
270,0.05108321082126227,-0.002069297200556059
271,0.05137916421394635,-0.014737689243994784
272,0.051415958728465334,0.0048126927208365705
273,0.050727305753313426,0.007084888736093685
274,0.05079040326369932,0.006481274263054938
275,0.05122524526939902,-0.00035405971944568184
276,0.05092387570816294,0.000754170440867661
277,0.05121650883527796,0.0009170679473549663
278,0.051270835822147406,-0.00852269576426892
279,0.051339459572197786,-0.0012580898447752773
280,0.0510266284355303,-0.01626956914663768
281,0.05075800077889181,0.0022511778062892854
282,0.05049607470936428,0.0021326731526771087
283,0.051287216317996764,-0.01168717321978696
284,0.05038804730416223,0.0006659053694754181
285,0.0510876827272547,0.005893324930681175
286,0.0505904394834421,0.006121951927939641
287,0.05102946321616693,0.009824854983441957
288,0.05193834369935606,0.004781956924012856
289,0.050643704001997844,-0.004466439182641995
290,0.05132946602823222,0.0008831212504234233
291,0.05095122651234447,-0.0037852208695138044
292,0.051379875468297274,-0.000560074936648652
293,0.05168709060267391,-0.004167184974340698
294,0.05082876456626212,-0.011136724888152934
295,0.05120648538495458,-0.0032178635477852907
296,0.050027600600056246,-0.0030426355514655682
297,0.050985200526114646,-0.000805792700651566
298,0.051055138078473894,-0.011063295223307177
299,0.051163690649818384,0.00124165893191216
300,0.050914393916637386,0.0041519763543053124
301,0.05081053576240101,-0.008436544766577044
302,0.050465108575022566,0.0008005784287510215
303,0.051545463714888155,-0.005286094338812456
304,0.051322570225865914,-0.012577569921486743
305,0.051024477091119326,-0.0027730289876645533
306,0.050628079720226475,0.0016311141257679255
307,0.052145604266252574,0.0052693682941049765
308,0.05124997781579157,-0.009648227120216403
309,0.05132176102001772,0.014553683016545063
310,0.05098278808129503,-0.0033928069301264957
311,0.050997674317941694,-0.004673383835866025
312,0.050943272190466224,0.00845969374600338
313,0.050901594661260145,0.006986832937038464
314,0.050626892827125264,-0.0019212825051730048
315,0.05091164116239177,-0.004859757000295389
316,0.051446882944148266,0.0044632572552343605
317,0.05024468525592487,0.004121324508384746
318,0.05081904923025386,0.0005718961868966505
319,0.05135431384998914,-0.005856633125295486
320,0.05090254870643727,0.0011695753208011193
321,0.05116217402709614,-0.004567874379996212
322,0.050851161246823214,-0.005215119693137267
323,0.05130239122559201,0.0032469757943690723
324,0.05174690354845556,0.005110146378429061
325,0.052385844610917526,0.008507272494581353
326,0.0504709293701402,-0.0038299720467037434
327,0.05122891350725854,0.004196362339190349
328,0.05084007070816498,0.009807766585549178
329,0.05100385206200559,0.0031593221475200444
330,0.05113044439163642,-0.009466880175453059
331,0.05122891749480965,-0.011936797714260167
332,0.05153478662238608,-0.0011705098528887806
333,0.05077744914422961,0.004982674512939658
334,0.051211534023695104,-0.0017166869357194891
335,0.051237098340509046,-0.0016679482501001962
336,0.05123812945303492,0.0025609511098893725
337,0.0507328413039108,0.0021306433084233743
338,0.0509584587919002,0.009119386807038402
339,0.05137810881863754,-0.00010816290830558023
340,0.051362851078537296,-0.006288040660263353
341,0.05078023633669483,-0.013289962233156531
342,0.0509826660968385,-0.0008445271069563895
343,0.05089874507334212,-0.00729014037737368
344,0.05143023702341021,0.013643013262653136
345,0.051795694971848556,0.004228495192921045
346,0.05121697938455857,-0.002039073571050862
347,0.05110604368778233,0.009166242618722644
348,0.05123436193167614,-0.00031840139479689304
349,0.0515738099602578,0.006244857452488829
350,0.05134014469295593,0.004216687627073577
351,0.05105595906538908,-0.007983081228671323
352,0.05109154338785673,-0.001901187114240464
353,0.050724323873178025,-0.004269629724834664
354,0.05120260050529575,-0.003445625591778401
355,0.051146827187389485,-0.006831200881512638
356,0.05102570608114211,0.00023551934467141782
357,0.05183544983522917,-0.0011566076284224422
358,0.05138355274820602,0.0015133075891633184
359,0.05091745914149535,-0.006848896575187619
360,0.05161174857524981,4.8161992090381216e-05
361,0.05115225428840654,-0.0047526596652519085
362,0.051219088003038246,0.005554527731161725
363,0.05075402777244932,-0.0005786792176626416
364,0.050748867738108785,0.0008946666404203773
365,0.05104161184933027,-0.0049172539787200676
366,0.05135257424165925,0.005628022027792204
367,0.051035587611042876,-0.0004393804207512875
368,0.0505907685692591,-0.0032215815721781255
369,0.051011074853504375,-0.0008171554747102725
370,0.05106814619559493,0.003659023346888954
371,0.050423940654985296,0.0006597550354590397
372,0.05115482165935737,-0.0051994028545962676
373,0.05095507825880881,0.002188808438310949
374,0.05120113940893807,-0.001410094705165613
375,0.050599742778153295,-0.004802569982431996
376,0.0513451678186038,-0.008581570468529543
377,0.051882735419959476,0.0041575358283440405
378,0.050841373210667624,-0.0032428226845867105
379,0.0518558269894995,0.004788911220353594
380,0.05044317117130242,-0.0009905512559353342
381,0.05058566900767359,-0.0008440282892783332
382,0.05122965949488797,0.0010596155462401162
383,0.05162243782134412,-0.0061052802547497224
384,0.05212786840726422,0.0023864219807910184
385,0.050766284955799136,-0.004136661866024806
386,0.0514383506902187,-0.0034617108631925875
387,0.051341579666808114,-0.006671767441376179
388,0.050864537083202,0.0031934909369770465
389,0.05120549410630399,-0.00493497957992479
390,0.051946447143047705,-0.008064098545770962
391,0.05170920400109844,0.004386011793747783
392,0.05150003378582411,0.010550767101805346
393,0.05084533669060755,-0.0009898983387290215
394,0.0514185943572384,-0.0003792856910759405
395,0.05180131287902509,0.005156656014636815
396,0.0511540202908748,-0.001829070285838972
397,0.05127362886077973,0.015800055554584146
398,0.05046362861320084,0.0026167659799903186
399,0.050632454431942114,-0.0005919079452414445
400,0.050892596068265385,0.002901970831244447
401,0.05082661552686213,0.005499891236379151
402,0.05065013296541912,0.00223033261952282
403,0.0519740796815189,-0.0005508976809772469
404,0.05241214509502606,0.001916549880339629
405,0.050852810173388545,-0.005071472680039431
406,0.050843410765658,0.0009528728159629264
407,0.05027773691969804,-0.004700855486381236
408,0.05035156833134821,-0.005885141049935539
409,0.05106415809150783,-0.0008864771805604135
410,0.051594282882540504,0.0010208673605976196
411,0.051110773378294415,0.008087471705942264
412,0.05142826163651403,-0.0040637555006101285
413,0.05082884015264569,-0.0004547273185243739
414,0.05101943178660263,-0.0029805158702979127
415,0.05014553403261745,0.0019232377538539532
416,0.05167765397038962,-0.006663436362722683
417,0.05077363053328723,-0.003948500072690162
418,0.05083813327652904,-0.0049156784638281475
419,0.05107806999279646,-0.011246189164463355
420,0.05099600092792094,-0.0002519098677625316
421,0.05184468672467679,-0.005306459674995604
422,0.05037104011207252,-0.015343482753438725
423,0.05104967398491919,-0.004510281146618029
424,0.051174686368096356,-0.0043591148027972626
425,0.05101193250880552,1.5161419063650827e-05
426,0.05097257131906817,-0.0038311844153570526
427,0.05110290009865999,-0.00380857170761634
428,0.05202500786144611,0.006785283759761195
429,0.05112190607617561,0.001141553117837056
430,0.050997301222907014,-0.014126342605190138
431,0.05117165210289793,-0.005081109427590166
432,0.051283111930583124,0.006487325557932819
433,0.051189507309493905,-0.009974411998009703
434,0.05162948055818645,0.0017397775576862336
435,0.05070777543102944,-0.0005177047625158861
436,0.050262250972725825,-0.0021474875433259047
437,0.05042623498823395,0.005654595780961232
438,0.05094505355504895,-0.004307071839022994
439,0.05153238129863428,-0.0008979656960939449
440,0.05052526211714514,-0.009664574911714382
441,0.05108953631215583,0.00044808025303188386
442,0.050800881456534525,-0.0036715977262066464
443,0.05000673888059235,-0.0073194010232059455
444,0.05096842144585542,-0.0032010372950054267
445,0.05127421796602798,-0.009599052967775875
446,0.050670181986453025,-0.0006823677170676801
447,0.05066070154015373,-0.00012486531643188898
448,0.05126338118262748,-0.00034794674583737766
449,0.05101002285811922,0.0001145080636129019
450,0.05092165371438813,0.0022290448661570475
451,0.05082351373215796,-0.01028502191706772
452,0.051565951686676596,-0.004322227008723377
453,0.05062182778969844,-0.00640600696274212
454,0.05111531236842601,-0.008175168433968198
455,0.05061651880401476,-0.0025648989248469463
456,0.050856905781162066,-0.007923380636453897
457,0.05075063205783828,-0.009145633564892078
458,0.051616614417675497,0.005704759250751506
459,0.051000119333613085,-0.0004261964475178227
460,0.05035941717414437,-0.0022211205522692547
461,0.05087060032767484,0.005728106794160377
462,0.05095537383868145,0.001991187847416808
463,0.051405109456373305,-0.0050164387267398495
464,0.05132648078537745,-0.006573103364172647
465,0.05104839392330847,-0.006524301941046456
466,0.05156237475510579,0.0035928093682427655
467,0.051061506033190686,0.005941969932324695
468,0.05192681808952186,-0.002766244467249756
469,0.050661141568142484,0.00025275110176929834
470,0.05133508139778797,0.000310954588357314
471,0.051417555533683004,-0.0026533030448362177
472,0.05140429808704293,0.001023361346453078
473,0.05075559573913362,-0.005447552667478737
474,0.05083307541001667,-0.008557667925154012
475,0.051022570715314096,0.0030397702548918912
476,0.0524998370382085,-0.008321082919553016
477,0.05168659712605883,0.006175758771731514
478,0.05126792898074526,0.0034775558675847473
479,0.05115741145955795,0.004065888692616857
480,0.05095277884785392,0.004563176499860854
481,0.051426539698447876,0.004419813303332497
482,0.049741720610059055,-0.0032534198187467176
483,0.05172045332947275,0.00866430139519652
484,0.05032405393216058,-0.005571862914524997
485,0.05163417213877925,0.00285546725703437
486,0.05055730966220123,-0.004222599835722747
487,0.05057014000845506,0.003512399647644112
488,0.05066926715852029,-0.0031002833418116538
489,0.05070529286957884,-0.012515879931049611
490,0.051144010966944174,-0.009158481196900395
491,0.051998822848625434,-0.009334529922232673
492,0.05104683155023793,-0.007323482898972226
493,0.050576843650538855,-0.003387069322152995
494,0.051249719739152676,-0.0010478742583895065
495,0.050334378965526984,-0.004140399604188091
496,0.05185156338712695,0.0053088318568993145
497,0.050514228208928945,-0.002291668813018857
498,0.050977394130850014,-0.00898799373062575
499,0.051040563764181826,-0.0037074246076627404
500,0.05087986099584083,0.0019580184964050505
501,0.05068446615645215,0.009249762457435223
502,0.0503581203961719,0.0020463561578312143
503,0.05089665175371355,0.0023135187462236897
504,0.050880337616033354,-0.006765634456131724
505,0.050901402582521765,-0.0035406652553283155
506,0.051626404186021345,0.005584890268073281
507,0.05043373108122716,-0.0021563659558584817
508,0.05102547749007229,0.0034049196205908146
509,0.051285195494665696,-0.0031999954274375547
510,0.05072662205635497,-0.0027864137968657
511,0.05040276621110579,0.0007966051944444991
512,0.05108129459563334,0.005977216677048806
513,0.051138344767292634,-0.0020550133709384476
514,0.05113643954683856,0.009239071377597665
515,0.0511277974629713,0.0069766357910562874
516,0.051289427964610154,-0.00014062805013926615
517,0.05195927609565607,0.002586239658931467
518,0.051657230742140785,-9.731955387775764e-05
519,0.051710791037093924,0.001346254978981459
520,0.050864462492346,-0.004044310842122844
521,0.050948981329479066,0.008659054468254268
522,0.051174379366772764,-0.0014216110552296487
523,0.05106116113593434,0.0013993874005805978
524,0.051128745652625186,-0.0022438113765253327
525,0.050256539882794014,-0.006831385743797369
526,0.051683676724156344,0.0012426639295670054
527,0.050942576342580426,-0.0050508635928407574
528,0.05097555685378009,0.0005764971699565277
529,0.05107387572680697,-0.007230755513531453
530,0.051265979731400825,-0.007923457057104455
531,0.0510335810937128,-6.234746865788368e-05
532,0.05046272320135268,0.005827487133206009
533,0.05144143147859069,0.0044701645154512585
534,0.05115584650465544,-0.003953161032095749
535,0.051385741598593035,-0.0036266358532215056
536,0.05145225018116384,0.008913215707634838
537,0.050603425810280676,0.0066992238961915435
538,0.0501228366836263,-0.0021873235933753473
539,0.05065823501931376,0.00563222545414385
540,0.051487784976566385,0.005708214443229873
541,0.051017559282377715,0.005122904188959579
542,0.05110593318963333,0.0018022567582084922
543,0.05115090709707746,0.0015746765026780627
544,0.05195270963474218,-0.008093605157969069
545,0.05005002896828403,-0.001883128828036265
546,0.05125052745410416,0.00413225747241292
547,0.05112887888849195,-0.004989960695342957
548,0.051233939918624585,-0.011312527765480375
549,0.05051321262017444,0.003237383668410682
550,0.05096719549907127,-0.004516886697828577
551,0.050756710011682936,-0.006407054236212182
552,0.05112189716369801,-0.005943013418032166
553,0.05115189607035052,-0.0016626181180597987
554,0.051048015009824255,-0.004515720212386715
555,0.05104615632111148,-0.0036601905271180742
556,0.05096919110016095,-0.003942917630401897
557,0.05139975988773636,-0.0005871884567974259
558,0.05156967461694272,-0.001755075693709692
559,0.051854416126050386,0.005900069575959901
560,0.05124980042625845,-0.0012882656396303747
561,0.05122230265130239,0.0110720648924682
562,0.051086771306051576,0.0053469328640816756
563,0.0509720766555895,-0.010620289351045227
564,0.051244738301396545,-0.0004152358382839173
565,0.051113110699663365,0.006395281785363994
566,0.050433804339636415,-0.011690085284016652
567,0.050904145211739506,0.001611090619785659
568,0.052418542084470776,-0.002326987346228624
569,0.050622596780244944,-0.002402132308391666
570,0.05118104942184895,-0.008315961797804895
571,0.05074636164870245,-0.006159663417584204
572,0.05105133016534247,-0.015123613460460204
573,0.050629206643232186,-0.0031601595040874155
574,0.05142756065003696,0.0033167259317466637
575,0.05142282266377461,0.002095873383940928
576,0.051349250237075414,0.007222030036785492
577,0.0515172079690402,-0.006197518493095561
578,0.05123918621171912,-0.005398110632051781
579,0.050756741351819026,-0.00482647079198719
580,0.050725681024159024,-0.0011006761433691892
581,0.049841650128195095,0.00520271059619694
582,0.05110152046343872,0.0019198271377457133
583,0.051578309439102486,-0.003817633246091053
584,0.05170532012054932,-0.00026351395127717335
585,0.051402873625388285,0.005394645321728156
586,0.05126370950795278,-0.00633202128799808
587,0.050943117652227886,-0.00029074798364252903
588,0.051344701478121174,-0.011995560641619886
589,0.05080472274530217,0.0014170364335137882
590,0.05111168213775459,-0.006248772628935826
591,0.0512644246147272,0.008575583555264136
592,0.05125137678529802,-0.0016296521322152005
593,0.05167916359758552,-0.0003761640880413679
594,0.05073871927616129,0.006200777496433147
595,0.050519382939906834,-0.0005902806761066828
596,0.05087024885415446,0.0023583889371314014
597,0.051236766935449,-0.0036287908680101536
598,0.05055418893047655,0.0007630378438940245
599,0.051418037282329146,0.0006733675863596977
600,0.050600020606101935,-0.009601377993071671
601,0.051159766139380544,-0.010428819681391767
602,0.050708303093579245,0.001967550778200714
603,0.050766387060212845,-0.002743546207958767
604,0.05065402874604367,-0.0030503030414626
605,0.05059073240416705,-0.0007762556451850341
606,0.05181639399803051,-0.0055651001547962296
607,0.05075463141579912,0.005263546889809109
608,0.051160761738729466,-0.00826958485570877
609,0.051780160142319745,-0.0007077326190161642
610,0.05106735081162025,-0.005698444176537493
611,0.05134733997724594,-0.0017270623571309257
612,0.051711643570190195,-0.0019759200079013006
613,0.050739858316561616,0.0017473258002594812
614,0.050660209406736996,0.004031275770378165
615,0.05099959633190723,-0.015312062314579234
616,0.051423788858736504,-0.0007314197215245664
617,0.05056893380072068,0.0015078145046534732
618,0.0519145758515838,-0.0071619222901841695
619,0.05125694916200509,-0.0037079889382216277
620,0.05051120504927044,0.0035996949545326383
621,0.05139425773896747,0.0034312978951481017
622,0.05045596717839658,-0.008216513062740155
623,0.05113981603892319,0.006482095870442228
624,0.05199104526655027,0.004340560129495088
625,0.050507296637378914,-0.006996631444712039
626,0.05091954320568529,-0.0016403260954052845
627,0.050698320770431134,-0.002138934305751733
628,0.05148970758689182,0.005839031835435996
629,0.05072890909840093,0.006890714024348316
630,0.051005473005210335,-0.00021575369372488578
631,0.051564195113965025,0.005369245631547068
632,0.05115983657201085,0.012053622956279134
633,0.05124386152507148,0.0010602468464558994
634,0.05098740539584162,-0.014142670859005418
635,0.05050154120552018,-0.006224825386308778
636,0.05174895817896826,0.005134857412710943
637,0.05103278507485592,-0.002226137956316164
638,0.05162781786278735,0.0012222110891273522
639,0.051359221836898276,0.005447639514351215
640,0.05115443224898897,0.008922330850969417
641,0.0508578006439756,0.008703867296104718
642,0.05071157050577465,0.00020551033232930435
643,0.05139152781371786,0.007464124515809306
644,0.051037358814249284,0.0035858559039758497
645,0.05116896914498615,-0.0027983186115410007
646,0.05067165740491119,0.008995649895555789
647,0.05080584156919854,-0.004899590697885113
648,0.05149973608985027,0.008957548921342106
649,0.05047641859644585,0.0029678926107416918
650,0.05115069213617908,-0.004105298625466287
651,0.05122431120260319,0.006873019764730438
652,0.050952338497078385,0.0017073937387554715
653,0.0514020322856396,-0.0004846961189145084
654,0.0516297430817202,-0.006203812198259086
655,0.051282898795790205,-0.0006739527561850971
656,0.05156505934381097,0.0075334828228849
657,0.050386480941438994,0.0024761296353517826
658,0.05141623096800825,0.0025958566778411358
659,0.05163450056646903,0.0049331296645639955
660,0.05146894887828629,0.0013118766294542119
661,0.05055443695219366,0.004611676181619712
662,0.051306447114934525,-0.0015262501669580351
663,0.05096351323245139,-0.004280040339723019
664,0.05142113526520308,-0.006044069537301663
665,0.050157270861970714,-0.0004415605523492561
