quantity,observed_median,hr24_replacement_median,observed_p16,observed_p84,hr24_replacement_p16,hr24_replacement_p84
Dnow_pc,88.83905,87.84572107976342,47.752051200000004,149.95785999999998,44.60812023859076,152.50811369897795
Vrel_kms,12.39525,18.85029267836036,5.2726736,24.055531999999996,8.964659080201974,36.861656032319296
M1_plus_M2_msun,336.7259,653.15646299,153.773592,640.024508,317.55544854280004,1754.5820492104035
reduced_mass_msun,59.84676783552919,124.9872231816797,29.127507829243054,130.6491918866416,65.89844012251899,303.313671988277
Vesc_kms,0.18518,0.2670564198355241,0.11015520000000001,0.3109744,0.1677220378877771,0.4638871967031284
DSI,0.0123403231062964,0.0147584678804954,0.0061829226889455685,0.04791232379491344,0.0067328187901863,0.0356215431021985
Ek_over_Eg,6567.977552835008,4591.107386650878,435.72624371586636,26173.464486796485,788.0876870575096,22060.032519038068
EF,1.0532338122814042,1.0055538706422857,1.0,2.2028914312491548,1.0,1.6311390735063254
