idx1,idx2,name1,name2,separation_pc,vrel_kms,vesc_kms,dsi,energy_ratio,bound_energy_flag,mass1_msun,mass2_msun
2371,2465,UBC_188,UBC_375,2423.5746771897125,16.6697121570256,0.0626895061375597,0.0037606831807913,70707.6664341518,False,362.50556027,744.76822648
632,1695,Dolidze_53,OC_0139,5334.456313732976,152.3785859066085,0.0531599492541014,0.0003488675848894,8216346.811025777,False,594.37877165,1158.16225612
823,1537,HSC_79,NGC_3330,2524.041700722022,160.06555072346595,0.0550059076693148,0.0003436461338539,8467926.41483524,False,332.19883652,555.61950382
305,2356,CWNU_350,UBC_164,3389.2370439762235,78.39308461508989,0.0556838063024956,0.0007103152857921,1981972.7479424556,False,118.30873909,1103.40283508
687,869,FSR_0496,HSC_446,1402.245589909097,17.70596454448149,0.1376287441551994,0.0077730159127701,16550.87224599628,False,2997.23826714,90.57687358
726,1216,FSR_0953,HXHWL_60,1047.202550317091,19.44506285522891,0.1010932135821327,0.0051989142094723,36997.69758052888,False,835.99257872,408.18855405
492,2898,CWNU_2349,UPK_198,3226.9127741033367,71.75342982195374,0.0326467733044013,0.0004549855440417,4830641.447661484,False,209.99335829,189.83783114
22,2190,ASCC_87,Theia_3502,1590.420122299391,17.070471432682606,0.0418951242763377,0.0024542452996422,166021.39709076818,False,231.01818428,93.50650553
1476,2157,NGC_2367,Theia_2897,3402.6604200844345,87.26249128402857,0.0405580809077514,0.0004647825235213,4629141.122991661,False,298.24314121,352.45912522
47,1707,Alessi_10,OC_0196,1249.5962610681315,54.68784495244142,0.0556836205025136,0.0010182083523484,964554.317950394,False,242.03529883,208.40118805
1728,1845,OC_0370,Ruprecht_27,1290.8180610628576,46.6148999309295,0.0862111306047314,0.001849432922359,292363.28382863884,False,342.23726958,773.08565842
561,1233,Casado_19,Haffner_11,9204.80476084308,225.10772596129493,0.0619354331711656,0.0002751368612813,13209988.598775122,False,850.49958921,3254.39354766
546,1546,CWNU_2714,NGC_4349,1366.6604092208067,47.5847340944221,0.1703099117716317,0.0035790871802222,78064.83492167342,False,502.44418841,4105.94741852
1073,1738,HSC_1995,OC_0432,209.15190836488117,28.64386805194448,0.1103567472699929,0.0038527180431729,67369.84471983442,False,199.68217267,96.43836531
44,849,Alessi_6,HSC_330,1096.4882273414566,32.253817184268456,0.0705103131315483,0.0021861075459291,209245.89818497057,False,522.21484388,111.53545244
425,1381,CWNU_1697,NGC_366,1187.5344105473855,60.85588774898325,0.1352994404731207,0.0022232760950131,202308.0682280132,False,892.24237858,1635.00130353
