pair_id,cluster1,cluster2,log_age1,log_age2,log_age_mean,age_yr,age_myr,mass1_msun,mass2_msun,mass_total_msun,separation_pc,vesc_kms,vrel_kms,dsi,p_bound,p_dis,m_dis_msun,vrel_over_vesc,tf_mean,ra1_deg,dec1_deg,parallax1_mas,pmra1_masyr,pmdec1_masyr,rv1_kms,ra2_deg,dec2_deg,parallax2_mas,pmra2_masyr,pmdec2_masyr,rv2_kms,d_now_pc,d_min_pc,t_d_min_myr,d_now_over_d_min,expansion_factor,is_expanding,delta_d_pc,compact_origin_class,class_label,reduced_mass_msun,e_k_msun_kms2,e_g_msun_kms2,e_orb_msun_kms2,energy_ratio,bound_energy_flag,energy_ratio_from_velocity,energy_ratio_check_absdiff,energy_ratio_check_reldiff
3,HSC_2893,UFMG_24,8.05,8.8,8.425,266072505.9798814,266.0725059798814,40.2817,58.94,99.2217,14.43415,0.2432,3.54248,0.068652469456426,0.0576469532900946,0.9423530467099054,93.50187129473622,14.56611842105263,34.104389999999995,258.1873,-36.4873,0.69962,2.09517,-1.35953,-21.5353,258.00477,-35.94119,0.71648,1.94989,-1.04777,-22.4997,36.41054791733831,28.85586772108617,-8.0,1.2618074171005302,1.2618074171005302,True,7.554680196252143,B_loose_complex,B: 20-50 pc,23.92826768741112,150.1398843076707,0.7074370431893033,149.4324472644814,212.23073594054748,False,212.17180585612877,0.058930084418705064,0.00027766988677461514
36,ASCC_66,HSC_2412,7.7,8.3,8.0,100000000.0,100.0,118.0387,48.1847,166.2234,53.2815,0.16384,6.73855,0.0243138360626544,0.0508320599267908,0.9491679400732091,157.77392216996506,41.12884521484375,1496.2033800000002,168.37566,-55.44543,1.03273,-11.08434,2.89222,-7.69968,170.55696,-58.49138,0.99799,-11.15234,1.97177,-6.68032,65.53195462650228,52.177901237650815,-8.5,1.2559331263254294,1.2559331263254294,True,13.354053388851469,C_wide_or_chance,C: >= 50 pc,34.216959512860406,776.8628086084682,0.45911155495278927,776.4036970535154,1692.1003190354324,False,1691.5819087065756,0.5184103288568167,0.00030637091845259635
107,Collinder_185(1),HSC_2030,8.1,8.8,8.45,281838293.12644494,281.8382931264449,196.9472,72.0764,269.0236,124.6138,0.13629,23.77424,0.0057326753662787,0.048208897830748,0.951791102169252,256.05426875354,174.43862352336927,6952.64093,125.81607,-36.35811,0.66615,-4.95622,3.91327,21.42967,123.84663,-34.73513,0.69163,-5.04653,3.62933,4.281,80.60361890810469,64.97798918260472,-2.5,1.2404757352768794,1.2404757352768794,True,15.625629725499977,C_wide_or_chance,C: >= 50 pc,52.76579885957961,14911.996982019999,0.48993430171198943,14911.507047718287,30436.72780189638,False,30428.833376727758,7.894425168622547,0.00025937167819106623
91,CWNU_153(1),Roslund_3,8.1,8.25,8.175,149623565.60944358,149.62356560944357,77.1058,342.8298,419.9356,155.18122,0.15259,4.40359,0.0346512731657579,0.0523493609320663,0.9476506390679336,397.9522397073761,28.85896847761977,15727.659075,302.04534,23.16123,0.58462,-0.46362,-5.17274,-19.74998,299.69109,20.50147,0.57364,-0.40312,-5.1714,-14.3202,108.77246837522492,89.11989417418066,-65.0,1.2205183745240342,1.2205183745240342,True,19.65257420104426,C_wide_or_chance,C: >= 50 pc,62.948142507660705,610.3327539741844,0.7326347932865347,609.6001191808979,833.0654775980346,False,832.8400615922515,0.22541600578313137,0.0002705861806122011
103,HSC_1664,OC_0353,7.25,7.5,7.375,23713737.056616552,23.71373705661655,26.2277,121.9372,148.1649,125.51853,0.10078,10.31535,0.0097699060138531,0.0487676912545741,0.951232308745426,140.93923990203513,102.35512998610837,20390.604715,106.05624,3.97029,1.19567,-5.07008,-0.99348,33.57794,98.5239,-0.83825,1.23847,-4.11875,-0.62436,28.57719,131.20335307279217,107.67408214941538,-12.5,1.2185230693745417,1.2185230693745417,True,23.529270923376785,C_wide_or_chance,C: >= 50 pc,21.58495230948761,1148.3890270918746,0.10958463617050984,1148.2794424557042,10479.471093968152,False,10476.57263447314,2.898459495012503,0.0002765845212055424
28,OC_0450,UPK_535,7.35,7.35,7.35,22387211.385683376,22.387211385683376,1651.6224,149.4543,1801.0767,54.10297,0.53519,5.50329,0.097249100083768,0.0624881358960514,0.9375118641039486,1688.5307744111883,10.282871503578168,38.414295,119.00617,-44.35479,3.03439,-11.32763,4.66669,11.06739,127.03926,-50.89499,3.18259,-13.18488,3.29762,6.73472,49.9975757993835,41.6086735924244,-14.0,1.2016142665140486,1.2016142665140486,True,8.388902206959095,B_loose_complex,B: 20-50 pc,137.05250290357984,2075.3998131916833,19.622717945935495,2055.7770952457477,105.76515541373138,False,105.73744635909993,0.02770905463144402,0.0002619866110256439
61,CWNU_282,Theia_2115,8.8,7.9,8.350000000000001,223872113.85683468,223.8721138568347,196.2208,183.7467,379.9675,100.80034,0.18009,28.11576,0.006405304355991,0.0483015726275225,0.9516984273724776,361.6144722026518,156.12060636348494,1444.40883,245.32377,-53.82698,0.75604,-2.77138,-2.9007,-40.49277,239.44212,-53.0606,0.72799,-3.27965,-3.1991,-28.10774,98.52782720518708,84.22702580196976,-5.0,1.1697887497160426,1.1697887497160426,True,14.30080140321732,C_wide_or_chance,C: >= 50 pc,94.88949573676696,37504.8815310909,1.5383802011721175,37503.34315088973,24379.461918786594,False,24373.643731302214,5.81818748437945,0.0002386511853198863
14,CWNU_406,HSC_1507,7.85,8.8,8.325,211348903.98366436,211.34890398366437,109.9243,43.1171,153.0414,36.18793,0.19075,16.22145,0.0117591214102315,0.0490452734499452,0.9509547265500548,145.53544268783756,85.04036697247707,199.873085,91.29524,20.93535,1.00305,1.63603,-2.31718,-4.31491,91.84581,19.26924,0.98565,1.40459,-2.24139,12.27921,35.317531994772445,30.989305253712494,-1.0,1.1396684019091208,1.1396684019091208,True,4.32822674105995,B_loose_complex,B: 20-50 pc,30.969509136285996,4074.5877081675053,0.5633010996013638,4074.024407067904,7233.4098247828815,False,7231.864014813569,1.5458099693123586,0.0002137041874796245
74,Ruprecht_121,UBC_546,8.45,9.05,8.75,562341325.1903491,562.3413251903492,1295.6229,243.942,1539.5649,115.17818,0.33913,11.56501,0.029323796520712,0.051562139049771,0.9484378609502288,1460.181640550053,34.10199628461062,442.828525,250.4249,-46.1687,0.49546,-1.11668,-2.56975,-51.37865,253.69819,-48.59306,0.48995,-1.00606,-2.7039,-41.6438,118.51729649903297,105.74398310231092,-10.0,1.1207947064407762,1.1207947064407762,True,12.773313396722045,C_wide_or_chance,C: >= 50 pc,205.28971625152013,13728.693966321309,11.802012566856995,13716.891953754452,1163.250241308412,False,1162.9461505955967,0.30409071281519573,0.00026141469996443555
98,UBC_1563,UBC_561,7.85,7.85,7.85,70794578.43841374,70.79457843841374,299.2593,98.1823,397.4416,121.7023,0.16762,18.07412,0.0092740338118812,0.0486987279126207,0.9513012720873792,378.08669966044334,107.8279441594082,4292.783195,259.25988,-41.7062,0.606,-0.02133,-3.56194,-43.91694,261.44911,-37.53578,0.55472,0.14016,-3.75562,-30.98474,203.9475627139131,185.75954157307592,-5.5,1.0979116388144303,1.0979116388144303,True,18.18802114083718,C_wide_or_chance,C: >= 50 pc,73.92775786528134,12075.131302820924,1.0383485487864204,12074.092954272137,11629.16952783711,False,11626.865541644454,2.3039861926554295,0.00019812130067760258
57,OC_0442,Theia_5431,8.85,8.4,8.625,421696503.4285823,421.6965034285823,111.0302,203.5613,314.5915,80.99023,0.18281,23.28393,0.0078513378110997,0.0485013799390832,0.9514986200609168,299.3333781328939,127.36682894808818,1165.2797,126.04363,-32.57536,0.5841,-4.29637,3.25043,-3.04155,128.03816,-34.21858,0.56889,-4.54824,3.28152,12.49531,84.32846187800973,77.16238316333161,-2.0,1.0928701061436827,1.0928701061436827,True,7.166078714678122,C_wide_or_chance,C: >= 50 pc,71.84380967464155,19474.751644281514,1.2002308746889299,19473.551413406825,16225.837924165122,False,16222.309116291553,3.5288078735684394,0.00021748077911668215
144,Teutsch_254,UBC_668,8.7,8.9,8.8,630957344.4801943,630.9573444801944,393.9253,292.3125,686.2378,182.03013,0.1801,10.92235,0.0164891255087046,0.0497113443228654,0.9502886556771346,652.1239964368343,60.64602998334258,6364.377005,251.39543,-44.44324,0.34739,-0.68161,-1.08102,-41.29384,250.68191,-48.003,0.33941,-0.64553,-1.05394,-41.55332,194.7730110648325,184.92855887614897,-13.0,1.0532338122814042,1.0532338122814042,True,9.844452188683533,C_wide_or_chance,C: >= 50 pc,167.79794009634853,10008.956636023422,2.720690068124607,10006.235945955297,3678.8301443400624,False,3677.9409527404873,0.8891915995750423,0.00024170498900121212
90,CWNU_128(1),Gulliver_36,8.6,8.75,8.675,473151258.9614813,473.1512589614813,213.8741,350.2286,564.1026999999999,125.70207,0.1965,15.7685,0.012461553096363,0.0491436507939867,0.9508563492060133,536.3806338992548,80.24681933842238,923.585765,117.58859,-35.16274,0.6945,-0.75893,-0.11435,7.46052,123.19917,-35.08619,0.74467,-0.23801,0.63938,9.52116,147.6734728562222,140.66974896932572,-5.5,1.0497884153360058,1.0497884153360058,True,7.003723886896466,C_wide_or_chance,C: >= 50 pc,132.78579701756436,16508.301570910287,2.562881123700915,16505.738689786587,6441.306004498391,False,6439.5520139334,1.7539905649909997,0.00027230356138430184
44,Theia_1474,Theia_3779,8.2,8.4,8.3,199526231.49688828,199.52623149688827,157.1133,86.0179,243.1312,69.24955,0.1738,14.08391,0.0123403231062964,0.0491266588745491,0.9508733411254509,231.18697647584025,81.03515535097813,1072.464065,336.76836,59.90397,0.99414,-2.99424,-2.75507,-31.92874,331.36682,62.9624,0.9645,-2.93483,-3.21135,-18.2093,77.70356589517789,74.66289203249548,-1.5,1.040725369456075,1.040725369456075,True,3.040673862682411,C_wide_or_chance,C: >= 50 pc,55.58544575138855,5512.867815629826,0.8393554593149067,5512.028460170511,6567.977552835008,False,6566.696402757159,1.2811500778489062,0.00019506005730727708
82,NGC_6793,Theia_171,8.05,8.15,8.100000000000001,125892541.17941712,125.89254117941714,655.0026,143.6972,798.6998000000001,120.48329,0.23882,10.59065,0.0225500795513023,0.0505773718026839,0.949422628197316,758.3036632566708,44.3457415626832,1968.024805,290.71749,22.08871,1.63717,3.80028,3.44935,-19.72715,292.52717,31.64232,1.90722,5.20032,4.21308,-23.62213,128.90138597646603,124.37596865363088,-4.5,1.0363849815347994,1.0363849815347994,True,4.525417322835153,C_wide_or_chance,C: >= 50 pc,117.84407559976852,6608.805791974152,3.359894186637596,6605.445897787515,1966.9684296182834,False,1966.5447947442883,0.42363487399506994,0.0002153745162433959
21,HSC_2244,Theia_149,7.5,8.45,7.975,94406087.62859228,94.40608762859227,127.956,135.849,263.805,48.4521,0.21644,22.95888,0.0094272891360554,0.0487200319852955,0.9512799680147044,250.95241196211916,106.07503234152652,65.91235499999999,141.03478,-55.46884,1.66606,-11.62522,7.96889,-0.41818,140.98362,-51.34133,1.66812,-11.27313,8.38511,6.61211,43.21040626707025,41.95712216541858,-2.0,1.029870592570923,1.029870592570923,True,1.2532841016516656,B_loose_complex,B: 20-50 pc,65.89221070108603,17366.227220311794,1.5429987883603826,17364.684221523432,11254.854735670564,False,11251.912486255898,2.942249414665639,0.0002614204699897746
1,ASCC_21,Briceno_1,6.95,7.05,7.0,10000000.0,10.0,84.0195,159.6547,243.6742,13.29059,0.39718,6.66417,0.0595993199453195,0.0561891530429189,0.9438108469570812,229.98235308358915,16.778714940329323,9.56815,82.35132,3.43514,2.91716,1.4908,-0.56435,9.52387,81.12462,1.56573,2.88817,1.39197,-0.06166,16.13766,13.8732097308167,13.48997954782878,-0.5,1.0284085073390343,1.0284085073390343,True,0.383230182987921,A_compact_origin,A: Dmin < 20 pc,55.049357160708844,1222.4029536195908,4.340888481662687,1218.0620651379281,281.6020173711937,False,281.52527504883045,0.07674232236325906,0.00027252049924806173
35,HSC_446,UPK_65,8.45,8.8,8.625,421696503.4285823,421.6965034285823,20.0591,154.4423,174.5014,60.98446,0.15691,14.55596,0.0107797768062017,0.0489084254500177,0.9510915745499824,165.96681128717626,92.76629915238036,871.780575,290.20608,20.76016,1.29977,-1.40085,-3.09003,-4.4733,286.50411,23.37186,1.3173,-1.8319,-3.66737,-17.89581,58.39727874454271,57.83307942382994,-0.5,1.0097556506818188,1.0097556506818188,True,0.5641993207127669,C_wide_or_chance,C: >= 50 pc,17.753287594999236,1880.7475284464165,0.2184839859185106,1880.529044460498,8608.171077343359,False,8605.586258428924,2.584818914434436,0.00030027503998354075
12,CWNU_2606,CWNU_2714,7.8,7.65,7.725,53088444.4230988,53.08844442309879,211.3668,342.6322,553.999,50.97391,0.3058,34.25214,0.0089279093218701,0.048650645553493,0.9513493544465068,527.0465910140105,112.0083060824068,65.859815,257.8626,-41.74231,0.61788,1.1225,-2.31538,-44.12241,256.92301,-42.5858,0.61224,1.04966,-1.82796,-33.27695,34.43422383928891,34.12683914182537,-0.5,1.009007124749705,1.009007124749705,True,0.30738469746354014,B_loose_complex,B: 20-50 pc,130.72419208511207,76683.405517912,6.110518850673963,76677.29499906133,12549.409860580688,False,12545.860631450128,3.5492291305599792,0.0002828204011177103
84,CWNU_1842,Theia_2062,7.9,7.9,7.9,79432823.47242822,79.43282347242821,110.5795,106.4577,217.0372,119.17112,0.12518,17.97861,0.0069627184748987,0.0483785012416944,0.9516214987583056,206.5372655503061,143.62206422751237,5713.901875,251.79806,-48.86785,0.80689,0.57065,-2.15545,-1.61715,243.53705,-51.26142,0.81359,0.17276,-2.16806,-19.24733,125.59669561699094,125.3205806431628,-0.5,1.0022032691870009,1.0022032691870009,True,0.2761149738281432,C_wide_or_chance,C: >= 50 pc,54.239730503111915,8765.965368674722,0.4248560125823779,8765.54051266214,20632.791131736747,False,20627.297332971688,5.493798765059182,0.00026626541847790935
25,Theia_123,UPK_292,8.1,7.75,7.925,84139514.16451947,84.13951416451947,398.5576,80.78,479.3376,50.83787,0.28482,2.42841,0.1172866196400113,0.0661037334636802,0.9338962665363196,447.6515950504798,8.52612176111228,258.911915,43.13938,68.76786,2.28556,1.45635,-7.95374,-8.23633,56.3147,64.85259,2.2644,0.15054,-8.0923,-5.69607,49.84049169058808,49.81914279479171,-1.0,1.0004285279633234,1.0004285279633234,True,0.02134889579637189,B_loose_complex,B: 20-50 pc,67.16661269218189,198.04663890353038,2.72375905090094,195.32287985262943,72.71077771656135,False,72.69475228531238,0.01602543124897693,0.00022039966772803218
49,UBC_249,UBC_487,7.8,7.35,7.574999999999999,37583740.42884436,37.58374042884436,435.8659,205.2997,641.1656,73.36113,0.27422,56.00036,0.0048967542351513,0.0480939598922113,0.9519060401077886,610.3294073493344,204.2169061337612,346.247475,137.01516,-52.94738,0.50877,-6.06675,4.27817,-3.57526,139.71644,-51.60571,0.51991,-5.80835,4.1611,34.56328,83.61011813586973,83.61011813586973,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,139.56322439979624,218837.9494625281,5.246096615366343,218832.70336591275,41714.43370324706,False,41704.54475084543,9.888952401626739,0.0002370630864121495
101,HXHWL_33,NGC_6249,8.0,7.1,7.55,35481338.92335753,35.481338923357534,280.2326,107.3843,387.6169,117.57765,0.16842,23.68052,0.0071121749015646,0.0483991474567804,0.9516008525432196,368.8565725001599,140.60396627478923,6729.97748,251.71544,-41.20573,0.89694,1.37256,-3.01936,-2.58026,254.45268,-44.80926,0.83006,1.63853,-3.38601,-24.4539,122.54257377515644,122.54257377515644,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,77.63485438374849,21767.533260436,1.1007679082843327,21766.432492527718,19774.861800216437,False,19769.475332202066,5.386468014370621,0.000272389666678311
87,HSC_204,HSC_240,6.95,8.1,7.525,33496543.915782794,33.496543915782794,16.4888,47.1467,63.63550000000001,122.24917,0.06692,27.22753,0.002457806492179,0.0477600934253689,0.9522399065746312,60.59626257482994,406.8668559473999,14348.115745,275.32448,-12.23308,1.42282,0.43279,-4.72006,-11.43757,285.01239,-10.69925,1.40046,0.39975,-5.38817,-1.29869,119.29497299289532,119.29497299289532,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,12.21633375961531,4528.218599922611,0.027349885964484334,4528.191250036647,165566.26984854005,False,165540.6384685223,25.63138001775951,0.00015481039731828886
123,CWNU_2470,HXHWL_51,6.95,7.85,7.4,25118864.315095823,25.118864315095824,51.6289,251.643,303.2719,148.7285,0.13246,13.54278,0.0097808574015084,0.0487692153621926,0.9512307846378074,288.4815673955987,102.24052544164276,17463.10228,275.86365,-13.38244,0.54474,0.79722,-0.24531,12.45366,278.67703,-13.02423,0.5903,0.63427,-0.18044,25.89595,165.2313005081211,165.2313005081211,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,42.8396144934628,3928.540234272772,0.3757029603236104,3928.1645313124486,10456.505934605728,False,10453.1250425832,3.380892022527405,0.00032332903970707543
8,Majaess_99,Theia_1079,6.85,7.9,7.375,23713737.056616552,23.71373705661655,81.4406,226.3073,307.7479,34.54165,0.27687,22.75376,0.0121680988109217,0.049102529036729,0.9508974709632708,292.6366998042576,82.18210712608806,162.1427,125.58609,-42.11656,0.6565,-4.34783,5.22257,16.05705,124.36254,-42.59771,0.66086,-4.78502,5.12911,38.62941,28.9391177071253,28.9391177071253,0.0,1.0,1.0,False,0.0,B_loose_complex,B: 20-50 pc,59.888637083729904,15503.17966268092,2.294867086922669,15500.884795593996,6755.58935461927,False,6753.898731683813,1.6906229354572133,0.0002502554324592296
15,Pismis_6,Pismis_8,7.2,7.2,7.2,15848931.924611142,15.848931924611142,358.3891,39.0936,397.4827,46.05083,0.27252,21.29377,0.0127981094939975,0.0491908526567766,0.9508091473432232,377.93018707068217,78.13654043739909,515.08099,129.83389,-46.25455,0.54909,-5.8563,5.13343,12.51988,130.40082,-46.2663,0.5335,-5.6588,4.96685,-6.23217,54.70086189543201,54.70086189543201,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,35.248628732168726,7991.298411015435,1.3085312062391115,7989.989879809195,6107.07514877193,False,6105.318951525303,1.7561972466264706,0.0002875676496267815
59,Antalova_2,HSC_2914,6.8,7.85,7.324999999999999,21134890.398366436,21.134890398366437,74.276,84.867,159.143,92.58167,0.12161,19.10878,0.0063640902244936,0.048295889285731,0.951704110714269,151.4570472914009,157.13165035770083,6943.6292300000005,262.49848,-32.52029,0.86005,2.04858,-1.08534,-9.80656,259.65354,-33.53241,0.81242,2.27293,-1.89584,-28.4421,87.02283366547142,87.02283366547142,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,39.60954168263763,7231.6224182607075,0.29283530575341443,7231.329582954954,24695.186257186433,False,24690.355544134745,4.8307130516877805,0.0001956135500003373
43,ESO_522-05,HSC_94,7.8,6.85,7.324999999999999,21134890.398366436,21.134890398366437,91.3288,26.2336,117.5624,75.57739,0.11569,21.85677,0.0052930968299524,0.0481484239497561,0.9518515760502438,111.90195572424918,188.92531765926185,4707.523895,273.21005,-24.36958,0.7188,1.65144,-1.52857,1.45252,270.40353,-23.72232,0.75619,2.20364,-2.52429,20.65762,92.9896997692522,92.9896997692522,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,20.379672477594877,4867.872211608428,0.13634362690764937,4867.735867981521,35702.968462952944,False,35692.775652653,10.19281029994454,0.0002854891550690266
156,HSC_661,Teutsch_39,7.35,7.15,7.25,17782794.100389227,17.78279410038923,75.8511,49.7798,125.6309,185.98967,0.07623,6.9655,0.0109439379800445,0.0489313390961702,0.9510686609038298,119.48361183114297,91.37478682933228,24093.219490000003,317.37138,40.1505,1.67149,-0.37272,-6.64278,-13.44044,339.12064,37.77864,2.04024,-1.69525,-6.08149,-11.15653,193.432157145729,193.432157145729,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,30.05512646793106,729.1101719794448,0.08731468583043991,729.0228572936144,8350.372735639623,False,8349.351668105915,1.0210675337075372,0.00012227807859996388
79,CWNU_446,FSR_0369,7.0,6.85,6.925,8413951.416451948,8.413951416451948,144.5015,23.0013,167.50279999999998,112.21352,0.11333,14.74353,0.0076867615828773,0.0484785999344801,0.95152140006552,159.38249877089476,130.09379687637872,12974.425945,340.28349,65.28937,1.06322,-0.36303,-2.58904,-36.91753,334.02497,60.81525,1.11458,-0.33846,-2.92519,-22.72476,95.24560572427023,95.24560572427023,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,19.84278681878751,2156.629922196602,0.1273915555290198,2156.502530641073,16929.1434839676,False,16924.395985712486,4.7474982551138964,0.00028043345840915803
7,CWNU_1092(1),CWNU_1106(1),7.25,6.6,6.925,8413951.416451948,8.413951416451948,23.5254,8.884,32.409400000000005,25.73203,0.1041,17.82252,0.0058409248523777,0.0482238010352518,0.9517761989647482,30.846495542728118,171.2057636887608,574.393635,90.90083,8.1961,2.35572,-3.41419,-4.06082,28.83244,87.65201,8.22216,2.44222,-3.43178,-3.63822,46.8791,27.810141461061185,27.810141461061185,0.0,1.0,1.0,False,0.0,B_loose_complex,B: 20-50 pc,6.448735663110085,1024.195353372307,0.03493273634424714,1024.1604206359627,29319.070320724404,False,29311.41352025181,7.656800472595933,0.00026115427224797323
143,HSC_717,UPK_185,7.15,8.1,7.625,42169650.34285823,42.16965034285823,14.0263,352.7677,366.794,180.10829,0.13237,13.15578,0.0100617371223903,0.0488083209159443,0.9511916790840556,348.8914007379571,99.3864168618267,80410.783255,324.87078,44.37168,1.56642,4.22781,-1.92112,-21.33143,346.34271,49.37749,1.80838,2.65031,-1.96271,-12.08241,181.09207808829885,181.09207808829885,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,13.489930561868515,1167.3818132830684,0.11815696387227044,1167.2636563191961,9879.923916672627,False,9877.659856632792,2.2640600398353854,0.00022915763916103902
13,CWNU_1356(1),UBC_513,7.55,8.1,7.824999999999999,66834391.75686135,66.83439175686135,220.8245,115.9014,336.7259,77.42216,0.19344,47.90478,0.0040380104031372,0.0479761548315964,0.9520238451684035,320.57108608579136,247.64671215880892,802.12333,170.59586,-60.84252,0.371,-5.876,0.80575,-30.18933,171.35813,-61.44235,0.37953,-5.61069,0.5861,16.98114,68.85547536479692,68.85547536479692,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,76.00801929492206,87214.1835916757,1.4217778465033317,87212.76181382919,61341.639135936086,False,61328.89404306796,12.745092868128268,0.0002077722905298392
26,HSC_437,UPK_56,7.85,7.75,7.8,63095734.448019296,63.09573444801929,66.8772,170.6407,237.5179,50.05746,0.20205,22.93461,0.0088098293365354,0.0486342526174736,0.9513657473825264,225.9663944502281,113.50957683741647,153.575245,290.74402,19.17677,1.19987,0.10665,-6.86435,-21.86787,289.18388,17.65193,1.27309,-0.16052,-6.75102,0.78039,56.55153227628643,56.55153227628643,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,48.046788145398736,12636.217256970924,0.9805121637121044,12635.236744807211,12887.36409870907,False,12884.424033809355,2.9400648997143435,0.00022813547263779492
40,CWNU_352,NGC_5749,7.15,8.2,7.675,47315125.896148026,47.315125896148025,194.9071,231.9624,426.8695,60.47379,0.24644,40.01807,0.0061582180250072,0.0482675094475232,0.9517324905524768,406.2655723758904,162.38463723421523,341.929135,223.70224,-57.55052,0.88241,-3.3654,-2.60776,-18.27077,222.19352,-54.50034,0.89331,-2.75092,-3.09369,-23.48661,63.71576496135574,63.71576496135574,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,105.91320929005236,84807.13879136679,3.215430704490583,84803.9233606623,26375.047881743318,False,26368.77040968768,6.27747205563719,0.00023800798708625004
83,UBC_270,UBC_273,7.5,7.7,7.6,39810717.05534969,39.81071705534969,209.7032,203.312,413.0152000000001,83.27714,0.20657,4.85118,0.042581392568406,0.0535422219944124,0.9464577780055876,390.9014484745334,23.48443626857724,1481.471215,169.83322,-59.56438,0.40016,-6.31601,1.18445,0.78452,170.35202,-60.57035,0.41718,-6.3114,1.22458,2.52069,111.190393359959,111.190393359959,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,103.22907485826188,1214.6938085402285,2.2019292336639484,1212.4918793065644,551.6497941757248,False,551.5187468528661,0.13104732285864884,0.00023755528279396855
53,CWNU_2467,HSC_657,8.15,7.95,8.05,112201845.43019652,112.20184543019651,234.3455,99.3085,333.654,95.50298,0.17338,32.47075,0.0053395748481325,0.0481548146364651,0.9518451853635348,317.58695347728485,187.2808282385512,782.978115,308.04793,48.21654,0.35338,-2.35017,-4.69316,-13.68697,306.96827,46.87879,0.34679,-2.05312,-4.83865,-44.17685,93.05622384174288,93.05622384174288,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,69.75040037508916,36770.653561650855,1.048062558248754,36769.605499092606,35084.407197116445,False,35074.10862571772,10.298571398721833,0.0002935369932534663
31,CWNU_2459,UBC_1008,7.75,8.35,8.05,112201845.43019652,112.20184543019651,121.9514,55.874,177.8254,92.77868,0.12842,12.18222,0.0105415925832894,0.048875197750079,0.951124802249921,169.1341484100131,94.86232674038312,5134.96412,273.04226,-19.18102,0.31091,-0.70931,-2.03355,4.81611,273.32582,-19.01824,0.33288,-0.86257,-1.82851,16.36777,212.95965111451235,212.95965111451235,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,38.31799351273778,2843.319348040126,0.3158707803238905,2843.003477259802,9001.52696974572,False,8998.861034599207,2.6659351465132204,0.00029616476798586194
100,CWNU_448,Theia_1829,7.95,8.1,8.025,105925372.51772895,105.92537251772896,100.1899,78.0771,178.267,127.3026,0.10977,11.58414,0.0094758868591021,0.0487267894170235,0.9512732105829764,169.58062143099545,105.5310194042088,6618.45817,283.66795,-17.61546,0.91893,0.06734,-3.88352,-4.04917,278.23348,-13.05203,0.93416,0.60969,-3.9603,-16.49095,132.0000556121027,132.0000556121027,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,43.881014665024935,2944.247132015303,0.2642843413717819,2943.9828476739312,11140.452426099224,False,11136.796056491496,3.6563696077282657,0.00032820656360080393
80,NGC_6683,UBC_103,7.3,8.55,7.925000000000001,84139514.16451965,84.13951416451965,274.0879,372.3691,646.457,57.25669,0.31168,11.98884,0.0259975110185806,0.051076316230152,0.948923683769848,613.4383578388046,38.46522073921971,198.36525,280.55063,-6.23094,0.28438,-0.35078,-2.34894,21.55002,280.62524,-6.6216,0.29439,-0.35818,-2.28234,30.12285,121.94921883754292,121.94921883754292,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,157.8788142813675,11346.141329005724,7.666521348951693,11338.474807656772,1479.9595295664542,False,1479.5732065168982,0.38632304955604013,0.00026103622554409395
52,CWNU_1730(1),NGC_3590,8.15,7.8,7.975,94406087.62859228,94.40608762859227,116.6041,515.0524,631.6565,83.69108,0.25483,19.30791,0.0131982177252742,0.0492470235665842,0.9507529764334156,600.5492974585139,75.76780598830592,2605.819435,164.70783,-60.12803,0.38549,-6.13631,0.79189,5.57574,168.26644,-60.78808,0.3818,-6.12671,1.02661,-14.70295,88.87750561067199,88.87750561067199,0.0,1.0,1.0,False,0.0,C_wide_or_chance,C: >= 50 pc,95.07892589538777,17722.492561904335,3.086364059030277,17719.406197845306,5742.191207174914,False,5740.760424281567,1.4307828933469864,0.0002491701933504429
