idx1,idx2,name1,name2,separation_pc,vrel_kms,vesc_kms,dsi,energy_ratio,bound_energy_flag,mass1_msun,mass2_msun,d_now_pc,d_min_pc,t_d_min_myr,expansion_factor,is_expanding
1204,2075,HXHWL_36,Theia_1179,103.19069745161116,44.89243291808848,0.1455069708253617,0.0032412360250302376,95187.22926824656,False,65.22699574,188.76326424,103.19069745161119,97.0733879971889,-1.0,1.0630173684120248,True
1204,1206,HXHWL_36,HXHWL_42,233.4429752759423,22.906881204315624,0.10489249415201903,0.004579082294810933,47691.73285708816,False,65.22699574,233.36526695,233.44297527594225,233.44297527594225,0.0,1.0,False
1084,1204,HSC_2050,HXHWL_36,222.02464798777618,13.30167964366256,0.0730010419451483,0.005488107058714863,33201.28177802025,False,72.32542045,65.22699574,222.02464798777714,216.30593048710264,-4.5,1.0264380985199826,True
577,1204,Collinder_197,HXHWL_36,161.84355500747563,10.83943436857147,0.16013313779755034,0.014773200552037137,4581.954928448649,False,417.23904751,65.22699574,161.8435550074755,107.25273468021642,-10.5,1.5089923393564413,True
1204,1506,HXHWL_36,NGC_2546,196.71698866638596,21.425436362899834,0.22852437021067798,0.010666031082866975,8790.110003450005,False,65.22699574,1129.0795832,196.7169886663855,190.56582354443898,-2.5,1.0322784275141135,True
1204,1744,HXHWL_36,OC_0467,169.11779352759063,10.327721918048278,0.13559157404646582,0.01312889474778672,5801.545019136372,False,65.22699574,296.23581726,169.11779352759265,145.7612840016964,-9.0,1.1602380885010894,True
1204,1807,HXHWL_36,Pismis_5,183.1288778099947,19.455798106426936,0.13069569990826366,0.006717570731014641,22160.293299897196,False,65.22699574,298.42698619,183.12887780999517,140.5185150526263,-6.0,1.3032366428111672,True
1204,2225,HXHWL_36,Theia_4930,211.47853449560094,3.2674567261044984,0.07716294065328598,0.02361559681473749,1793.0902491750296,False,65.22699574,81.1567136,211.47853449560208,125.6290795851609,-56.0,1.6833565540233535,True
236,1204,CWNU_102,HXHWL_36,217.35807518888146,12.007899103905547,0.06799684687299687,0.00566267640031061,31185.77288647794,False,51.60512054,65.22699574,217.35807518888313,124.86635248505328,-11.5,1.7407257508775333,True
619,1204,DBSB_19,HXHWL_36,166.02838591078384,8.995959512809605,0.12175938000441362,0.013534896397770236,5458.711329694711,False,220.92456394,65.22699574,166.02838591078304,162.3452835159792,-6.5,1.0226868456849338,True
1204,1741,HXHWL_36,OC_0446,206.2820498531033,13.302754705052498,0.08278360152029922,0.006223042020676914,25822.276842838917,False,65.22699574,99.11894703,206.28204985311243,202.27498493359002,-3.0,1.0198099874823274,True
804,2132,Gulliver_44,Theia_2360,196.65034046213685,18.677632942368575,0.19261487279239564,0.01031259546574907,9402.948038053937,False,581.99489157,266.17578675,196.6503404621379,195.64885440189647,-1.0,1.0051187933775692,True
804,1206,Gulliver_44,HXHWL_42,147.9938789748498,23.333000294539065,0.21769497716447758,0.009329917902389418,11487.998112125902,False,581.99489157,233.36526695,147.99387897484863,111.88679331588577,-4.0,1.3227108811405748,True
804,1084,Gulliver_44,HSC_2050,146.3978374339317,25.582092437012673,0.19607553679484377,0.0076645621259329765,17022.57680702464,False,581.99489157,72.32542045,146.3978374339308,146.3978374339308,0.0,1.0,False
2075,2132,Theia_1179,Theia_2360,132.93128360450214,29.471511942717036,0.17157679524503516,0.005821784629798574,29504.46402142664,False,188.76326424,266.17578675,132.93128360450103,45.45383288389089,-4.0,2.9245340859167164,True
1206,2132,HXHWL_42,Theia_2360,94.93582386156761,17.00321966070254,0.2127482876319759,0.012512235439954642,6387.489281379244,False,233.36526695,266.17578675,94.93582386156714,94.93582386156714,0.0,1.0,False
1084,2132,HSC_2050,Theia_2360,131.32369254022646,10.81609754569567,0.14890322718218277,0.013766816224899867,5276.342392164652,False,72.32542045,266.17578675,131.32369254022694,131.32369254022694,0.0,1.0,False
577,2132,Collinder_197,Theia_2360,181.4246739996323,13.682759336203537,0.18000707180277714,0.013155758087953223,5777.876332186113,False,417.23904751,266.17578675,181.42467399963175,181.42467399963175,0.0,1.0,False
1506,2132,NGC_2546,Theia_2360,140.3820501067094,10.47793350761581,0.29239275230788603,0.02790557432869396,1284.1568405718554,False,1129.0795832,266.17578675,140.38205010670637,140.38205010670637,0.0,1.0,False
1744,2132,OC_0467,Theia_2360,170.52466617399955,15.860073069925702,0.16843373321460278,0.01061998469187329,8866.500002594501,False,296.23581726,266.17578675,170.5246661739971,170.5246661739971,0.0,1.0,False
1807,2132,Pismis_5,Theia_2360,177.4403320922086,10.775649278281895,0.1654401346206309,0.015353147671024536,4242.336814655366,False,298.42698619,266.17578675,177.4403320922041,91.4182510138855,-37.0,1.940972728358725,True
2132,2225,Theia_2360,Theia_4930,152.16350286237994,23.129309372511507,0.14012415443809337,0.006058293924012566,27245.78470656113,False,266.17578675,81.1567136,152.16350286237875,152.16350286237875,0.0,1.0,False
236,2132,CWNU_102,Theia_2360,173.4971989117738,10.938767086543667,0.1255200804041354,0.011474792306213745,7594.69492045732,False,51.60512054,266.17578675,173.49719891177247,173.49719891177247,0.0,1.0,False
619,2132,DBSB_19,Theia_2360,170.6736340251718,19.090348957994095,0.15668287991176505,0.008207439280262815,14845.151808609045,False,220.92456394,266.17578675,170.67363402517012,170.67363402517012,0.0,1.0,False
1741,2132,OC_0446,Theia_2360,179.3459210621719,14.89609975442693,0.13236449162741246,0.008885848900687943,12664.911284368682,False,99.11894703,266.17578675,179.34592106217863,179.34592106217863,0.0,1.0,False
