duration_myr,fraction_expanding,median_expansion_factor,fraction_dmin_lt_20,fraction_dmin_lt_50,median_tmin_lookback_myr
50.0,0.5903614457831325,1.0363849815347994,0.04819277108433735,0.3493975903614458,2.0
100.0,0.6024096385542169,1.0497884153360058,0.04819277108433735,0.3493975903614458,2.0
200.0,0.6144578313253012,1.0532338122814042,0.08433734939759036,0.37349397590361444,2.5
